image_name,number,x,y,left_diam,right_diam,time
mosob01.jpg,1,393,345,4.2,4.5,0.007
mosob01.jpg,2,393,345,4.2,4.5,0.024
mosob01.jpg,3,393,346,4.2,4.5,0.041
mosob01.jpg,4,393,348,4.2,4.5,0.057
mosob01.jpg,5,395,350,4.2,4.5,0.074
mosob01.jpg,6,399,354,4.2,4.5,0.091
mosob01.jpg,7,405,359,4.1000000000000005,4.5,0.107
mosob01.jpg,8,411,365,4.1000000000000005,4.5,0.124
mosob01.jpg,9,417,370,4.1000000000000005,4.5,0.141
mosob01.jpg,10,424,376,4.1000000000000005,4.5,0.157
mosob01.jpg,11,431,381,4.1000000000000005,4.5,0.174
mosob01.jpg,12,437,387,4.1000000000000005,4.5,0.191
mosob01.jpg,13,441,392,4.1000000000000005,4.5,0.207
mosob01.jpg,14,446,398,4.1000000000000005,4.5,0.224
mosob01.jpg,15,450,403,4.1000000000000005,4.5,0.24
mosob01.jpg,16,455,408,4.1000000000000005,4.5,0.257
mosob01.jpg,17,462,412,4.1000000000000005,4.5,0.274
mosob01.jpg,18,471,414,4.2,4.6000000000000005,0.29
mosob01.jpg,19,483,414,4.1000000000000005,4.6000000000000005,0.307
mosob01.jpg,20,491,416,4.1000000000000005,4.6000000000000005,0.324
mosob01.jpg,21,501,418,4.1000000000000005,4.5,0.34
mosob01.jpg,22,523,412,4.1000000000000005,4.5,0.357
mosob01.jpg,23,537,411,4.1000000000000005,4.5,0.374
mosob01.jpg,24,549,411,4.1000000000000005,4.5,0.39
mosob01.jpg,25,560,409,4.1000000000000005,4.5,0.407
mosob01.jpg,26,568,405,4.1000000000000005,4.5,0.424
mosob01.jpg,27,575,401,4.1000000000000005,4.5,0.44
mosob01.jpg,28,581,396,4.1000000000000005,4.5,0.457
mosob01.jpg,29,582,390,4.1000000000000005,4.5,0.474
mosob01.jpg,30,582,386,4.1000000000000005,4.5,0.49
mosob01.jpg,31,587,382,4.1000000000000005,4.4,0.507
mosob01.jpg,32,592,378,4.1000000000000005,4.4,0.524
mosob01.jpg,33,599,374,4.1000000000000005,4.4,0.54
mosob01.jpg,34,604,365,4.1000000000000005,4.4,0.557
mosob01.jpg,35,615,364,4.1000000000000005,4.4,0.574
mosob01.jpg,36,624,358,4.1000000000000005,4.4,0.59
mosob01.jpg,37,631,353,4.1000000000000005,4.4,0.607
mosob01.jpg,38,635,350,4.1000000000000005,4.4,0.624
mosob01.jpg,39,634,350,4.1000000000000005,4.4,0.64
mosob01.jpg,40,632,353,4.1000000000000005,4.4,0.657
mosob01.jpg,41,628,356,4.1000000000000005,4.4,0.674
mosob01.jpg,42,317,342,4.1000000000000005,4.4,0.69
mosob01.jpg,43,315,343,4.1000000000000005,4.4,0.707
mosob01.jpg,44,313,343,4.1000000000000005,4.4,0.724
mosob01.jpg,45,312,343,4.2,4.4,0.74
mosob01.jpg,46,310,342,4.2,4.4,0.757
mosob01.jpg,47,308,342,4.2,4.4,0.774
mosob01.jpg,48,299,343,4.2,4.4,0.79
mosob01.jpg,49,296,343,4.2,4.5,0.807
mosob01.jpg,50,287,344,4.2,4.5,0.824
mosob01.jpg,51,283,345,4.2,4.5,0.84
mosob01.jpg,52,281,346,4.2,4.5,0.857
mosob01.jpg,53,278,347,4.2,4.5,0.874
mosob01.jpg,54,275,348,4.2,4.5,0.89
mosob01.jpg,55,273,349,4.2,4.5,0.907
mosob01.jpg,56,270,350,4.2,4.5,0.924
mosob01.jpg,57,267,350,4.3,4.6000000000000005,0.94
mosob01.jpg,58,265,350,4.3,4.6000000000000005,0.957
mosob01.jpg,59,263,349,4.3,4.6000000000000005,0.974
mosob01.jpg,60,262,348,4.3,4.6000000000000005,0.99
mosob01.jpg,61,262,347,4.3,4.6000000000000005,1.007
mosob01.jpg,62,262,345,4.3,4.6000000000000005,1.024
mosob01.jpg,63,264,342,4.3,4.7,1.04
mosob01.jpg,64,266,339,4.4,4.7,1.057
mosob01.jpg,65,269,336,4.3,4.7,1.074
mosob01.jpg,66,272,333,4.4,4.7,1.09
mosob01.jpg,67,276,330,4.4,4.7,1.107
mosob01.jpg,68,279,327,4.4,4.7,1.124
mosob01.jpg,69,283,324,4.4,4.7,1.1400000000000001
mosob01.jpg,70,286,320,4.4,4.7,1.157
mosob01.jpg,71,290,317,4.4,4.7,1.174
mosob01.jpg,72,294,314,4.4,4.7,1.19
mosob01.jpg,73,298,310,4.4,4.7,1.207
mosob01.jpg,74,303,305,4.4,4.7,1.224
mosob01.jpg,75,310,299,4.3,4.800000000000001,1.24
mosob01.jpg,76,317,292,4.3,4.800000000000001,1.2570000000000001
mosob01.jpg,77,325,286,4.3,4.7,1.274
mosob01.jpg,78,334,281,4.3,4.7,1.29
mosob01.jpg,79,342,277,4.3,4.7,1.307
mosob01.jpg,80,350,273,4.3,4.7,1.324
mosob01.jpg,81,357,269,4.3,4.7,1.34
mosob01.jpg,82,364,266,4.3,4.7,1.357
mosob01.jpg,83,369,263,4.3,4.7,1.374
mosob01.jpg,84,373,261,4.3,4.7,1.3900000000000001
mosob01.jpg,85,377,260,4.3,4.7,1.407
mosob01.jpg,86,381,258,4.3,4.7,1.424
mosob01.jpg,87,386,256,4.3,4.7,1.44
mosob01.jpg,88,390,254,4.3,4.7,1.457
mosob01.jpg,89,395,251,4.3,4.7,1.474
mosob01.jpg,90,397,251,4.3,4.7,1.49
mosob01.jpg,91,397,252,4.4,4.7,1.5070000000000001
mosob01.jpg,92,396,254,4.3,4.7,1.524
mosob01.jpg,93,393,257,4.3,4.7,1.54
mosob01.jpg,94,389,261,4.3,4.7,1.557
mosob01.jpg,95,384,266,4.3,4.7,1.5739999999999998
mosob01.jpg,96,377,270,4.3,4.7,1.5899999999999999
mosob01.jpg,97,370,275,4.3,4.7,1.607
mosob01.jpg,98,363,279,4.4,4.7,1.624
mosob01.jpg,99,356,283,4.4,4.7,1.6400000000000001
mosob01.jpg,100,350,287,4.4,4.7,1.657
mosob01.jpg,101,343,292,4.4,4.7,1.674
mosob01.jpg,102,337,296,4.4,4.7,1.69
mosob01.jpg,103,330,302,4.4,4.800000000000001,1.7069999999999999
mosob01.jpg,104,324,307,4.4,4.800000000000001,1.7229999999999999
mosob01.jpg,105,318,312,4.4,4.800000000000001,1.74
mosob01.jpg,106,311,317,4.4,4.800000000000001,1.7570000000000001
mosob01.jpg,107,305,323,4.4,4.800000000000001,1.7730000000000001
mosob01.jpg,108,300,328,4.4,4.800000000000001,1.79
mosob01.jpg,109,295,332,4.4,4.800000000000001,1.807
mosob01.jpg,110,294,334,4.4,4.800000000000001,1.823
mosob01.jpg,111,296,334,4.4,4.800000000000001,1.8399999999999999
mosob01.jpg,112,299,332,4.4,4.800000000000001,1.857
mosob01.jpg,113,303,329,4.4,4.800000000000001,1.873
mosob01.jpg,114,306,327,4.4,4.800000000000001,1.89
mosob01.jpg,115,310,325,4.4,4.800000000000001,1.907
mosob01.jpg,116,314,323,4.4,4.800000000000001,1.923
mosob01.jpg,117,319,321,4.4,4.800000000000001,1.94
mosob01.jpg,118,324,319,4.4,4.800000000000001,1.957
mosob01.jpg,119,327,318,4.5,4.800000000000001,1.973
mosob01.jpg,120,327,319,4.5,4.800000000000001,1.99
mosob01.jpg,121,325,321,4.5,4.800000000000001,2.007
mosob01.jpg,122,320,323,4.5,4.800000000000001,2.023
mosob01.jpg,123,316,327,4.5,4.800000000000001,2.04
mosob01.jpg,124,312,330,4.5,4.800000000000001,2.057
mosob01.jpg,125,308,333,4.5,4.800000000000001,2.073
mosob01.jpg,126,304,336,4.5,4.800000000000001,2.09
mosob01.jpg,127,301,339,4.5,4.800000000000001,2.107
mosob01.jpg,128,297,342,4.5,4.800000000000001,2.123
mosob01.jpg,129,292,346,4.5,4.800000000000001,2.14
mosob01.jpg,130,286,350,4.5,4.7,2.157
mosob01.jpg,131,280,355,4.5,4.7,2.173
mosob01.jpg,132,276,358,4.5,4.800000000000001,2.19
mosob01.jpg,133,276,360,4.5,4.800000000000001,2.207
mosob01.jpg,134,277,360,4.5,4.800000000000001,2.223
mosob01.jpg,135,278,358,4.5,4.800000000000001,2.24
mosob01.jpg,136,278,357,4.5,4.800000000000001,2.257
mosob01.jpg,137,275,357,4.5,4.800000000000001,2.273
mosob01.jpg,138,277,353,4.5,4.9,2.29
mosob01.jpg,139,278,350,4.4,4.9,2.307
mosob01.jpg,140,281,345,4.4,4.9,2.323
mosob01.jpg,141,287,338,4.4,4.800000000000001,2.34
mosob01.jpg,142,302,323,4.4,4.800000000000001,2.357
mosob01.jpg,143,311,314,4.4,4.800000000000001,2.373
mosob01.jpg,144,322,306,4.4,4.800000000000001,2.39
mosob01.jpg,145,352,288,4.4,4.800000000000001,2.407
mosob01.jpg,146,382,268,4.4,4.800000000000001,2.423
mosob01.jpg,147,358,279,4.3,4.800000000000001,2.44
mosob01.jpg,148,363,275,4.4,4.800000000000001,2.456
mosob01.jpg,149,363,275,4.4,4.800000000000001,2.473
mosob01.jpg,150,363,275,4.3,4.800000000000001,2.49
mosob01.jpg,151,708,304,4.3,4.800000000000001,2.5060000000000002
mosob01.jpg,152,713,306,4.3,4.800000000000001,2.523
mosob01.jpg,153,717,308,4.4,4.800000000000001,2.54
mosob01.jpg,154,720,310,4.4,4.800000000000001,2.556
mosob01.jpg,155,721,313,4.4,4.800000000000001,2.573
mosob01.jpg,156,722,315,4.3,4.800000000000001,2.59
mosob01.jpg,157,723,316,4.3,4.800000000000001,2.606
mosob01.jpg,158,724,318,4.4,4.800000000000001,2.623
mosob01.jpg,159,724,319,4.4,4.800000000000001,2.64
mosob01.jpg,160,725,320,4.4,4.800000000000001,2.656
mosob01.jpg,161,726,321,4.4,4.800000000000001,2.673
mosob01.jpg,162,727,322,4.4,4.800000000000001,2.69
mosob01.jpg,163,729,322,4.4,4.800000000000001,2.706
mosob01.jpg,164,731,323,4.4,4.800000000000001,2.723
mosob01.jpg,165,743,326,4.4,4.800000000000001,2.74
mosob01.jpg,166,748,328,4.4,4.800000000000001,2.7560000000000002
mosob01.jpg,167,748,330,4.4,4.800000000000001,2.773
mosob01.jpg,168,749,332,4.4,4.800000000000001,2.79
mosob01.jpg,169,748,334,4.5,4.800000000000001,2.806
mosob01.jpg,170,748,335,4.5,4.800000000000001,2.823
mosob01.jpg,171,747,336,4.5,4.9,2.84
mosob01.jpg,172,746,338,4.5,4.9,2.856
mosob01.jpg,173,746,339,4.6000000000000005,4.9,2.873
mosob01.jpg,174,745,340,4.5,4.9,2.89
mosob01.jpg,175,745,340,4.5,4.9,2.906
mosob01.jpg,176,745,339,4.5,4.9,2.923
mosob01.jpg,177,746,339,4.5,4.9,2.939
mosob01.jpg,178,746,339,4.6000000000000005,4.9,2.956
mosob01.jpg,179,747,339,4.6000000000000005,4.9,2.973
mosob01.jpg,180,749,340,4.6000000000000005,4.9,2.989
mosob01.jpg,181,751,342,4.6000000000000005,4.9,3.006
mosob01.jpg,182,753,344,4.6000000000000005,4.9,3.023
mosob01.jpg,183,756,346,4.6000000000000005,5.0,3.039
mosob01.jpg,184,757,347,4.6000000000000005,5.0,3.056
mosob01.jpg,185,759,349,4.6000000000000005,5.0,3.073
mosob01.jpg,186,760,351,4.6000000000000005,5.0,3.089
mosob01.jpg,187,762,352,4.6000000000000005,5.0,3.106
mosob01.jpg,188,764,354,4.6000000000000005,5.0,3.123
mosob01.jpg,189,767,355,4.6000000000000005,5.0,3.1390000000000002
mosob01.jpg,190,771,357,4.7,5.0,3.156
mosob01.jpg,191,775,359,4.7,5.0,3.173
mosob01.jpg,192,778,361,4.7,5.0,3.189
mosob01.jpg,193,781,363,4.7,5.1000000000000005,3.206
mosob01.jpg,194,784,365,4.7,5.1000000000000005,3.223
mosob01.jpg,195,787,368,4.7,5.1000000000000005,3.239
mosob01.jpg,196,789,371,4.7,5.1000000000000005,3.2560000000000002
mosob01.jpg,197,792,374,4.7,5.1000000000000005,3.273
mosob01.jpg,198,795,377,4.7,5.1000000000000005,3.289
mosob01.jpg,199,797,379,4.7,5.1000000000000005,3.306
mosob01.jpg,200,798,380,4.7,5.1000000000000005,3.323
mosob01.jpg,201,797,381,4.7,5.1000000000000005,3.339
mosob01.jpg,202,788,381,4.7,5.0,3.356
mosob01.jpg,203,788,381,4.7,5.0,3.373
mosob01.jpg,204,788,382,4.800000000000001,5.0,3.3890000000000002
mosob01.jpg,205,787,383,4.800000000000001,5.0,3.406
mosob01.jpg,206,787,383,4.800000000000001,5.0,3.423
mosob01.jpg,207,786,384,4.800000000000001,5.0,3.439
mosob01.jpg,208,785,384,4.800000000000001,5.0,3.456
mosob01.jpg,209,783,385,4.800000000000001,5.0,3.473
mosob01.jpg,210,781,386,4.800000000000001,5.0,3.489
mosob01.jpg,211,339,338,4.800000000000001,5.0,3.5060000000000002
mosob01.jpg,212,340,338,4.800000000000001,5.0,3.523
mosob01.jpg,213,340,337,4.9,5.1000000000000005,3.539
mosob01.jpg,214,340,335,4.9,5.1000000000000005,3.556
mosob01.jpg,215,339,335,4.800000000000001,5.1000000000000005,3.573
mosob01.jpg,216,338,334,4.800000000000001,5.1000000000000005,3.589
mosob01.jpg,217,337,334,4.9,5.1000000000000005,3.606
mosob01.jpg,218,336,334,4.800000000000001,5.1000000000000005,3.623
mosob01.jpg,219,334,333,4.800000000000001,5.0,3.6390000000000002
mosob01.jpg,220,332,332,4.7,5.0,3.656
mosob01.jpg,221,331,332,4.7,5.0,3.673
mosob01.jpg,222,330,332,4.7,5.0,3.689
mosob01.jpg,223,323,330,4.7,5.0,3.706
mosob01.jpg,224,321,330,4.7,5.0,3.723
mosob01.jpg,225,321,330,4.6000000000000005,5.0,3.739
mosob01.jpg,226,322,329,4.6000000000000005,5.0,3.7560000000000002
mosob01.jpg,227,323,329,4.6000000000000005,4.9,3.773
mosob01.jpg,228,324,328,4.6000000000000005,4.9,3.789
mosob01.jpg,229,324,328,4.6000000000000005,4.9,3.806
mosob01.jpg,230,325,327,4.6000000000000005,4.9,3.823
mosob01.jpg,231,324,327,4.6000000000000005,4.9,3.839
mosob01.jpg,232,324,327,4.6000000000000005,4.9,3.856
mosob01.jpg,233,323,327,4.6000000000000005,4.9,3.873
mosob01.jpg,234,323,327,4.6000000000000005,4.9,3.889
mosob01.jpg,235,322,327,4.6000000000000005,4.9,3.906
mosob01.jpg,236,322,326,4.6000000000000005,4.9,3.923
mosob01.jpg,237,322,325,4.6000000000000005,4.9,3.939
mosob01.jpg,238,323,325,4.6000000000000005,4.9,3.956
mosob01.jpg,239,324,325,4.7,5.0,3.973
mosob01.jpg,240,326,325,4.7,5.0,3.989
mosob01.jpg,241,327,325,4.7,5.0,4.006
mosob02.jpg,1,539,474,4.2,4.6000000000000005,0.0
mosob02.jpg,2,538,475,4.2,4.6000000000000005,0.016
mosob02.jpg,3,538,475,4.2,4.6000000000000005,0.033
mosob02.jpg,4,537,476,4.2,4.6000000000000005,0.05
mosob02.jpg,5,537,477,4.2,4.6000000000000005,0.066
mosob02.jpg,6,537,478,4.2,4.6000000000000005,0.083
mosob02.jpg,7,537,478,4.2,4.6000000000000005,0.1
mosob02.jpg,8,537,478,4.2,4.6000000000000005,0.116
mosob02.jpg,9,537,478,4.2,4.6000000000000005,0.133
mosob02.jpg,10,537,478,4.3,4.6000000000000005,0.15
mosob02.jpg,11,538,478,4.2,4.6000000000000005,0.166
mosob02.jpg,12,539,478,4.2,4.7,0.183
mosob02.jpg,13,539,477,4.3,4.6000000000000005,0.2
mosob02.jpg,14,540,477,4.3,4.6000000000000005,0.216
mosob02.jpg,15,540,477,4.3,4.6000000000000005,0.233
mosob02.jpg,16,541,477,4.3,4.7,0.25
mosob02.jpg,17,541,477,4.3,4.7,0.266
mosob02.jpg,18,542,477,4.3,4.7,0.283
mosob02.jpg,19,543,477,4.3,4.7,0.3
mosob02.jpg,20,543,476,4.3,4.7,0.316
mosob02.jpg,21,543,476,4.3,4.7,0.333
mosob02.jpg,22,544,475,4.3,4.7,0.35
mosob02.jpg,23,544,474,4.2,4.6000000000000005,0.366
mosob02.jpg,24,545,473,4.2,4.6000000000000005,0.383
mosob02.jpg,25,545,472,4.2,4.6000000000000005,0.399
mosob02.jpg,26,546,471,4.2,4.6000000000000005,0.41600000000000004
mosob02.jpg,27,547,471,4.2,4.6000000000000005,0.43300000000000005
mosob02.jpg,28,548,470,4.2,4.6000000000000005,0.44899999999999995
mosob02.jpg,29,549,470,4.2,4.5,0.46599999999999997
mosob02.jpg,30,549,469,4.1000000000000005,4.5,0.483
mosob02.jpg,31,549,469,4.1000000000000005,4.5,0.499
mosob02.jpg,32,548,468,4.1000000000000005,4.5,0.516
mosob02.jpg,33,548,468,4.1000000000000005,4.5,0.5329999999999999
mosob02.jpg,34,546,468,4.1000000000000005,4.5,0.5489999999999999
mosob02.jpg,35,545,467,4.1000000000000005,4.5,0.5660000000000001
mosob02.jpg,36,544,467,4.1000000000000005,4.5,0.583
mosob02.jpg,37,543,467,4.1000000000000005,4.5,0.599
mosob02.jpg,38,542,467,4.1000000000000005,4.5,0.616
mosob02.jpg,39,541,467,4.1000000000000005,4.5,0.633
mosob02.jpg,40,540,467,4.1000000000000005,4.5,0.649
mosob02.jpg,41,540,467,4.1000000000000005,4.5,0.6659999999999999
mosob02.jpg,42,539,468,4.1000000000000005,4.5,0.683
mosob02.jpg,43,540,468,4.1000000000000005,4.5,0.6990000000000001
